,0
616,"
February 5, 2010 at 7:51Near and above treeline, avalanche danger is MODERATE with pockets of CONSIDERABLE danger on NW-N-NE-E aspects 35 degrees and steeper. Below treeline, pockets of MODERATE danger exist in open wind affected areas 35 degrees and steeper. "
617,"
February 3, 2010 at 7:51Near and above treeline, pockets of MODERATE avalanche danger exists in wind loaded areas. Below treeline, avalanche danger is LOW in wind protected areas. "
618,"
February 1, 2010 at 7:59Near and above treeline, pockets of MODERATE avalanche danger remain on wind-loaded, NW-N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW in wind protected areas. "
619,"
January 31, 2010 at 7:58Near and above treeline, pockets of MODERATE avalanche danger remain on wind-loaded, NW-N-NE-E aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW in wind protected areas. "
620,"
January 30, 2010 at 7:47Near and above treeline, pockets of MODERATE avalanche danger will form today in wind loaded areas on NW-N-NE-E aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW in wind protected areas. "
621,"
January 29, 2010 at 8:06Isolated pockets of MODERATE avalanche danger linger in wind affected areas above and below treeline, especially in complex terrain on all aspects, 37 degrees and steeper. These areas of instability will exist within larger areas of a seemingly stable snowpack. "
622,"
January 28, 2010 at 7:49Above 8,000', pockets of MODERATE avalanche danger exist in open wind affected areas both above and below treeline on NW-N-NE aspects, 35 degrees and steeper. For all other areas, avalanche danger is LOW. "
623,"
January 27, 2010 at 8:00Near and above treeline the avalanche danger is MODERATE on N-NE-E aspects 35 degrees and steeper. Near and above treeline pockets of MODERATE danger also exist on NW and SE aspects.  Below treeline pockets of MODERATE danger exist on open NW-N-NE-E aspects 37 degrees and steeper. "
624,"
January 25, 2010 at 8:00Near and above treeline, pockets of MODERATE avalanche danger exist on wind loaded NW-N-NE-E aspects 35 degrees and steeper. Pockets of MODERATE avalanche danger will also form on slopes that receive rain below 7000' today. Avalanche danger should increase and become more widespread as more snow accumulates. "
625,"
January 24, 2010 at 7:42Near and above treeline, pockets of MODERATE avalanche danger remain in wind loaded areas on N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW. "
626,"
January 23, 2010 at 7:51Near and above treeline, avalanche danger is MODERATE on wind loaded N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger in recently wind loaded areas, 37 degrees and steeper. "
627,"
January 18, 2010 at 8:00This morning, avalanche danger is MODERATE in wind loaded areas near and above treeline. Below treeline, avalanche danger is LOW. This afternoon, avalanche danger is expected to rise to CONSIDERABLE in wind loaded areas near and above treeline on NW-N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is expected to rise to MODERATE on all aspects, 35 degrees and steeper. "
628,"
January 14, 2010 at 8:00Near and above treeline MODERATE avalanche danger exists on wind-loaded N-NE-E aspects 35 degrees and steeper. Pockets of MODERATE avalanche danger may form on the NW-W-SW aspects due to wind-loading by easterly winds on slopes steeper than 35 degrees near and above treeline today.  Pockets of MODERATE avalanche danger also remain on open, N-NE-E-facing slopes steeper than 37 degrees below treeline. "
629,"
January 12, 2010 at 8:00Near and above treeline, avalanche danger will rise to MODERATE around mid day with pockets of CONSIDERABLE danger possible by late day on N-NE-E aspects 35 degrees and steeper. Below treeline, avalanche danger will increase to MODERATE as the day progresses with periods of rain on new snow possible below 6,800'. "
630,"
January 2, 2010 at 8:00Near and above treeline, isolated pockets of MODERATE avalanche danger exist on wind-loaded N-NE-E aspects, 35 degrees and steeper. By this afternoon small, isolated pockets of MODERATE danger should start to form on NE-E-SE-S aspects steeper than 35 degrees due to a shift in the wind direction. Avalanche danger in other areas will drop to LOW meaning that avalanche activity will be unlikely but not impossible. "
631,"
January 1, 2010 at 8:00Near and above treeline, pockets of MODERATE avalanche danger exist on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, pockets of MODERATE danger exist in open areas on NW-N-NE aspects, 37 degrees and steeper. "
632,"
December 31, 2009 at 8:00Near and above treeline, avalanche danger is MODERATE on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, pockets of MODERATE danger exist in open areas on NW-N-NE aspects, 37 degrees and steeper. "
633,"
December 29, 2009 at 7:47Near and above treeline, pockets of MODERATE avalanche danger exist in wind loaded areas on N-NE-E aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW. "
634,"
December 23, 2009 at 7:56Near and above treeline, pockets of MODERATE avalanche danger exist in wind loaded areas on SE-S-SW-W aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW. Deep slab instability is unlikely but not impossible below treeline at this time. "
635,"
December 23, 2009 at 7:52Near and above treeline, pockets of MODERATE avalanche danger exist in wind loaded areas on SE-S-SW-W aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW. Deep slab instability is unlikely but not impossible below treeline at this time. "
636,"
December 22, 2009 at 7:54Near treeline and below treeline, pockets of MODERATE avalanche danger exist above 8,000' on NW-N-NE aspects, 35 degrees and steeper due to persistent deep slab instability. MODERATE avalanche danger exists above treeline on wind-loaded N-NE-E aspects steeper than 35 degrees. "
637,"
December 21, 2009 at 8:01Near treeline and below treeline, pockets of MODERATE avalanche danger exist above 8,000' on NW-N-NE aspects, 35 degrees and steeper due to persistent deep slab instability. The avalanche danger should increase this afternoon due to new snow and wind. Areas of MODERATE danger will develop this afternoon and evening above treeline on wind-loaded N-NE-E aspects steeper than 35 degrees. "
638,"
December 20, 2009 at 8:01Near treeline and below treeline, pockets of MODERATE avalanche danger exist above 8,000' on NW-N-NE aspects, 35 degrees and steeper due to persistent deep slab instability. For all other areas, avalanche danger is LOW. "
639,"
December 19, 2009 at 7:30Near treeline and below treeline, pockets of MODERATE avalanche danger exist above 8,000' on NW-N-NE aspects, 35 degrees and steeper due to persistent deep slab instability. Above treeline and for all other areas, avalanche danger is LOW. "
640,"
December 18, 2009 at 7:40Near treeline and below treeline, pockets of MODERATE avalanche danger exist above 8,000' on NW-N-NE aspects, 35 degrees and steeper due to persistent deep slab instability. Above treeline and for all other areas, avalanche danger is LOW. "
641,"
December 16, 2009 at 8:01Near and below treeline MODERATE avalanche danger exists on sheltered NW-N-NE aspects steeper than 32 degrees, today. Human triggering of large, destructive avalanches with serious consequences will be possible in these areas. Above treeline on slopes steeper than 35 degrees, MODERATE avalanche danger exists on wind-loaded N-NE-E aspects with pockets of MODERATE danger on cross-loaded NW  aspects. "
642,"
December 15, 2009 at 7:57Near and below treeline MODERATE avalanche danger exists on NW-N-NE aspects steeper than 32 degrees, today. Human triggering of large, destructive avalanches with serious consequences will be possible in these areas. Above treeline pockets of MODERATE avalanche danger exist on wind-loaded NW-N-NE-E aspects steeper than 35 degrees. "
643,"
December 14, 2009 at 8:00Near and below treeline MODERATE avalanche danger exists on NW-N-NE aspects steeper than 32 degrees, today. Human triggering of large, destructive avalanches with serious consequences will be possible in these areas. Near and above treeline MODERATE avalanche danger exists on wind-loaded N-NE-E aspects steeper than 35 degrees. "
644,"
December 4, 2009 at 7:41LOW avalanche danger exists in most areas. However, pockets of MODERATE avalanche danger remain on NW-N-NE aspects above 8,000' in near-treeline and below-treeline areas on slopes 32 degrees and steeper. "
645,"
December 3, 2009 at 7:28LOW avalanche danger exists in most areas. However, pockets of MODERATE avalanche danger remain on NW-N-NE aspects above 8,000' in near-treeline and below-treeline areas on slopes 32 degrees and steeper. "
646,"
December 2, 2009 at 7:41Pockets of MODERATE avalanche danger exist above 8,000' in near treeline and below treeline areas on slopes 32 degrees and steeper. For all other areas, avalanche danger is LOW. "
647,"
December 1, 2009 at 7:48Pockets of MODERATE avalanche danger linger above 8,700' in near treeline and below treeline areas on slopes 32 degrees and steeper. For all other areas, avalanche danger is LOW. "
648,"
November 30, 2009 at 7:26LOW avalanche danger exists across most of the forecast area. Pockets of MODERATE danger still remain on NW-N-NE aspects steeper than 32 degrees above 8700'. "
649,"
November 29, 2009 at 8:00LOW avalanche danger exists across most of the forecast area. Some isolated pockets of MODERATE danger may still remain on NW-N-NE aspects steeper than 32 degrees above 8700'. "
650,"
November 28, 2009 at 8:00Areas of MODERATE avalanche danger exist above 8,700ft. on NW-N-NE aspects 32 degrees and steeper both above and below treeline. For all other areas, avalanche danger is LOW. "
651,"
November 27, 2009 at 8:02Areas of MODERATE avalanche danger exist above 8,700' on NW-N-NE aspects 32 degrees and steeper both above and below treeline. For all other areas, avalanche danger is LOW. Expect the avalanche danger to increase quickly this afternoon and overnight during the storm. "
652,"
November 25, 2009 at 7:46Areas of MODERATE avalanche danger exist above 8,700' on NW-N-NE aspects 32 degrees and steeper both above and below treeline. For all other areas, avalanche danger is LOW. "
653,"
November 24, 2009 at 7:44Areas of MODERATE avalanche danger exist above 8,700' on NW-N-NE aspects 32 degrees and steeper both above and below treeline. For all other areas, avalanche danger is LOW. "
654,"
November 23, 2009 at 7:41Areas of MODERATE danger remain above 8,700' on N and NE aspects, steeper than 32 degrees where a layer of faceted snow crystals sits above the October basal ice layer and below the recent storm snow. Human triggered avalanches remain possible in areas where this specific snowpack structure exists. "
655,"
November 22, 2009 at 8:20Complex conditions exist during the early season. On N-NE aspects above 8800 ft and steeper than 32 degrees where the combination of facets on top of an ice layer with new snow above exists the avalanche danger is MODERATE . Human-triggered avalanches will be possible on these slopes today. "
