,0
638,"
March 25, 2009 at 6:56This morning, the avalanche danger is LOW for all elevations and aspects. Pockets of MODERATE avalanche danger may develop due to daytime warming on the E-SE-S-SW-W aspects 35 degrees and steeper at all elevations today. "
639,"
March 21, 2009 at 7:00For today, avalanche danger is LOW for all elevations and aspects. Normal caution is advised. Avalanche danger is expected to increase significantly overnight with 1 to 3 feet of new snow and natural avalanche activity possible. "
640,"
March 20, 2009 at 6:57This morning the avalanche danger is LOW for all aspects and elevations. On E-SE-S-SW-W aspects, the avalanche danger will quickly rise to MODERATE on slopes steeper than 35 degrees for all elevations due to daytime warming. "
641,"
March 19, 2009 at 7:00The avalanche danger is LOW on NW-N-NE aspects. On E-SE-S-SW-W aspects, the avalanche danger will increase to MODERATE on slopes steeper than 35 degrees for all elevations due to daytime warming. "
642,"
March 15, 2009 at 6:46Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
643,"
March 14, 2009 at 7:00Avalanche danger is LOW for all elevations and aspects. LOW danger does not mean no danger. Continue to use safe travel habits and evaluate slopes carefully before weighting them. "
644,"
March 13, 2009 at 6:43Avalanche danger is LOW for all elevations and aspects. LOW danger does not mean no danger. Continue to use safe travel habits and evaluated slopes carefully before weighting them. "
645,"
March 12, 2009 at 6:59Avalanche danger is LOW for all elevations and aspects. Even though avalanche activity will remain unlikely today, very isolated human-triggered, hard-slab avalanches are not impossible above treeline. Normal caution is advised. "
646,"
March 11, 2009 at 6:46Avalanche danger is LOW for all elevations and aspects. A very isolated human triggered hard slab avalanche is unlikely but not impossible today above treeline. Normal caution is advised. "
647,"
March 10, 2009 at 6:46Near and above treeline avalanche danger is LOW with isolated pockets of MODERATE danger on N-NE-E aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW. "
648,"
February 28, 2009 at 8:03The avalanche danger is LOW for most elevations and aspects. Pockets of MODERATE danger still exist on NW-N-NE aspects, 35 degrees and steeper between 7,400' and 8,700'. Avalanches may be more difficult to trigger today; however, if triggered, they could be large and have serious consequences. "
649,"
February 27, 2009 at 7:49Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E-SE aspects, 35 degrees and steeper. Below treeline, avalanche danger is LOW with pockets of MODERATE danger on N-NE aspects, 37 degrees and steeper between 7,400' and 8,700'. Avalanches may be more difficult to trigger today, but are likely to be large in size with potential consequences severe. "
650,"
February 20, 2009 at 7:59Avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible today. An unlikely human triggered avalanche may be large with severe consequences possible. Use normal caution and good travel habits while in the backcountry. "
651,"
February 19, 2009 at 8:01Avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible today. An unlikely human triggered avalanche may be large with severe consequences possible. Use normal caution and good travel habits while in the backcountry. "
652,"
February 10, 2009 at 8:00The avalanche danger is LOW with pockets of MODERATE danger in open areas, 37 degrees and steeper for all elevations and aspects. "
653,"
February 7, 2009 at 7:59Near and above treeline avalanche danger is LOW with pockets of MODERATE danger on all aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW. "
654,"
February 6, 2009 at 7:58This morning the avalanche danger is LOW for all elevations and aspects. Near and above treeline some pockets of MODERATE danger may develop on W-NW-N-NE-E aspects steeper than 35 degrees by this afternoon. Use safe travel habits and good route finding when traveling in the backcountry. "
655,"
February 5, 2009 at 8:00The avalanche danger is LOW for all elevations and aspects. The avalanche danger will increase over the next 24 hours. Use normal caution when traveling in the backcountry. "
656,"
February 4, 2009 at 8:00The avalanche danger is LOW for all elevations and aspects. Use normal caution when traveling in the backcountry. "
657,"
February 3, 2009 at 7:40Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
658,"
February 2, 2009 at 7:47Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
659,"
February 1, 2009 at 7:42Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
660,"
January 31, 2009 at 7:59The avalanche danger is LOW for all elevations and aspects. Use normal caution when traveling in the backcountry. "
661,"
January 30, 2009 at 7:48The avalanche danger is LOW for all elevations and aspects. Use normal caution when travelling in the backcountry. "
662,"
January 29, 2009 at 8:00The avalanche danger is LOW for all elevations and aspects. Use normal caution when travelling in the backcountry. "
663,"
January 28, 2009 at 7:43Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
664,"
January 27, 2009 at 7:47Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on SE-S-SW-W-NW aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW. "
665,"
January 21, 2009 at 7:51Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. Avalanche danger is expected to increase overnight into Thursday. "
666,"
January 20, 2009 at 7:47Avalanche danger remains LOW for all elevations and aspects. Normal caution is advised. "
667,"
January 19, 2009 at 7:54The avalanche danger remains LOW for all elevations and aspects. Use normal caution when traveling in the backcountry. "
668,"
January 18, 2009 at 7:54The avalanche danger remains LOW for all elevations and aspects. Use normal caution when travelling in the backcountry. "
669,"
January 17, 2009 at 7:59The avalanche danger remains LOW for all elevations and aspects. Use normal caution when travelling in the backcountry. "
670,"
January 16, 2009 at 7:43Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
671,"
January 15, 2009 at 7:48Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
672,"
January 14, 2009 at 7:43Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
673,"
January 13, 2009 at 7:51The avalanche danger is LOW for all elevations and aspects. Use normal caution. "
674,"
January 12, 2009 at 7:56The avalanche danger is LOW for all elevations and aspects. Use normal caution. "
675,"
January 11, 2009 at 8:02Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
676,"
January 10, 2009 at 7:41Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
677,"
January 9, 2009 at 7:45Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
678,"
January 8, 2009 at 7:37Avalanche danger is LOW for all elevations and aspects. Normal caution is advised. "
679,"
January 7, 2009 at 7:57This morning the avalanche danger is LOW for all aspects and elevations. Pockets of MODERATE danger could develop on sun exposed SE-S-SW-W aspects steeper than 35 degrees by this afternoon. "
680,"
January 6, 2009 at 8:00This morning the avalanche danger is LOW with pockets of MODERATE danger on NE-E aspects near and above treeline. If the sun comes out more pockets of MODERATE danger could develop on sun exposed SE-S-SW-W aspects steeper than 35 degrees by this afternoon. "
681,"
January 5, 2009 at 8:00This morning the avalanche danger is LOW for all elevations and aspects. Some small, isolated pockets of MODERATE danger may develop near and above treeline on N-NE-E aspects steeper than 37 degrees by this afternoon. "
682,"
January 4, 2009 at 8:00Avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible. Isolated areas of instability may exist. "
683,"
January 3, 2009 at 7:45Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on all aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW. "
684,"
December 31, 2008 at 8:00The avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible today. Isolated areas of instability may exist. This advisory will be updated on January 2nd, 2009 by 7:00 am. "
685,"
December 30, 2008 at 7:54The avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible today. Isolated areas of instability may exist. "
686,"
December 29, 2008 at 8:00The avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible today. Isolated areas of instability may exist. "
687,"
December 28, 2008 at 7:48Avalanche danger is LOW for all elevations and aspects. Human triggered avalanches are unlikely but not impossible today. Very isolated areas of instability may exist. "
688,"
December 27, 2008 at 7:57Near and above treeline, avalanche danger is LOW with pockets of MODERATE danger on NW-N-NE-E aspects, 37 degrees and steeper. Below treeline, avalanche danger is LOW. "
689,"
December 24, 2008 at 8:04The avalanche danger is LOW this morning. It will increase due to new snow and wind today. Near and above treeline the avalanche danger will increase to MODERATE with pockets of CONSIDERABLE on NW-N-NE-E-SE slopes steeper than 35 degrees. Below treeline the avalanche danger will increase to MODERATE on open slopes steeper than 35 degrees. The avalanche danger will continue to rise overnight. "
